bloque,variable,tipo,PSI,p_valor,significativo (Bonferroni),estado PSI
4,metformin,cat,0.0051494213758908145,1.1782431154210846e-05,True,estable
4,rosiglitazone,cat,0.0053257261352625315,8.201175132510178e-06,True,estable
4,pioglitazone,cat,0.028608659051245728,1.6972799081230548e-29,True,estable
4,A1Cresult,cat,0.02592708859112141,2.688920870309469e-27,True,estable
4,change,cat,0.021348574122021235,8.791833210483827e-25,True,estable
4,diabetesMed,cat,0.008420600188394262,1.135423220603157e-10,True,estable
4,admission_type_grp,cat,0.04743833248244173,4.614810382249188e-50,True,estable
4,race,cat,0.041328049331539475,1.3459142006936964e-39,True,estable
5,time_in_hospital,num,0.011462265100212745,1.5205638900088348e-09,True,estable
5,num_lab_procedures,num,0.28561887047933354,6.17538602677902e-214,True,ALERTA
5,num_procedures,num,0.01396508746280678,2.2787445908336477e-08,True,estable
5,num_medications,num,0.0034995380090535604,0.018328073255195778,False,estable
5,number_outpatient,num,0.0,4.342087130838115e-50,True,estable
5,number_emergency,num,0.0,1.4163776381665193e-32,True,estable
5,number_inpatient,num,0.0014042089790729175,0.15414086031910346,False,estable
5,number_diagnoses_capped,num,0.13227976970923427,1.9377223449376364e-203,True,vigilar
5,insulin,cat,0.0516980686546467,2.3479448503427725e-53,True,estable
5,metformin,cat,0.00993859216262892,1.6148004120414966e-10,True,estable
5,rosiglitazone,cat,0.007682388205673027,3.241204869368011e-08,True,estable
5,pioglitazone,cat,0.034413201259895936,3.6146968895409243e-35,True,estable
5,A1Cresult,cat,0.10265152530185756,1.8599085759383368e-102,True,vigilar
5,change,cat,0.01878620736344506,5.589845643098759e-22,True,estable
5,diabetesMed,cat,0.0011304426023563312,0.018637732936697883,False,estable
5,admission_type_grp,cat,0.15299785680369815,2.0985899046146138e-154,True,vigilar
5,race,cat,0.022725866639217423,5.085762987596314e-20,True,estable
6,time_in_hospital,num,0.014157684595856777,3.299628789816972e-07,True,estable
6,num_lab_procedures,num,0.043513791106751194,8.127926756929155e-12,True,estable
6,num_procedures,num,0.02362805018606341,3.2715907340911854e-13,True,estable
6,num_medications,num,0.06640149882554758,2.016124986280791e-52,True,estable
6,number_outpatient,num,0.0,4.089435210326751e-119,True,estable
6,number_emergency,num,0.0,2.7441953449016985e-46,True,estable
6,number_inpatient,num,0.026369132907311944,7.402831212110526e-21,True,estable
6,number_diagnoses_capped,num,0.20293771343122421,2.5148895964893217e-276,True,vigilar
6,insulin,cat,0.08744976117218688,7.018038253917785e-87,True,estable
6,metformin,cat,0.016070195091477397,3.348759273155833e-16,True,estable
6,rosiglitazone,cat,0.005149026921070763,2.2083920849583284e-05,True,estable
6,pioglitazone,cat,0.029346612744260134,4.3047166811260426e-29,True,estable
6,A1Cresult,cat,0.07144550974872493,2.0987672322049453e-69,True,estable
6,change,cat,0.044801104598368086,1.3869904844012874e-47,True,estable
6,diabetesMed,cat,0.002804424199941876,0.0003033205580212969,False,estable
6,admission_type_grp,cat,0.144204137214426,1.961373351245396e-135,True,vigilar
6,race,cat,0.022406047368307876,5.548665357700089e-18,True,estable
7,time_in_hospital,num,0.02424542008186137,4.01875199349596e-17,True,estable
7,num_lab_procedures,num,0.012979768619945212,1.7112261478227518e-06,True,estable
7,num_procedures,num,0.011300402801100486,1.7694865511243442e-08,True,estable
7,num_medications,num,0.09321426568826705,5.970609572994553e-76,True,estable
7,number_outpatient,num,0.0,2.4640621435081386e-140,True,estable
7,number_emergency,num,0.0,1.0910553539167454e-66,True,estable
7,number_inpatient,num,0.05046058434356765,8.909338239070741e-42,True,estable
7,number_diagnoses_capped,num,0.2548781244021727,0.0,True,ALERTA
7,insulin,cat,0.1826864540113053,2.397693129962732e-186,True,vigilar
7,metformin,cat,0.01572236857434667,8.461904067379661e-17,True,estable
7,rosiglitazone,cat,0.004699029631806558,3.524951284028322e-05,True,estable
7,pioglitazone,cat,0.04666761335644876,2.716438836950819e-47,True,estable
7,A1Cresult,cat,0.04359432793617093,1.7512259476533505e-45,True,estable
7,change,cat,0.10209619150833668,1.4973917051530256e-111,True,vigilar
7,diabetesMed,cat,0.020567560023115362,6.570642907528364e-24,True,estable
7,admission_type_grp,cat,0.10426742040052121,4.652316619609063e-109,True,vigilar
7,race,cat,0.030042690823918944,2.897393735333643e-29,True,estable
8,time_in_hospital,num,0.017842060533296757,4.065536257166222e-12,True,estable
8,num_lab_procedures,num,0.030426048207479132,8.16826670571052e-22,True,estable
8,num_procedures,num,0.020922066951333765,2.2996042567686954e-17,True,estable
8,num_medications,num,0.07021529229849739,1.7013988950842152e-54,True,estable
8,number_outpatient,num,0.0,7.457457969573482e-151,True,estable
8,number_emergency,num,0.0,4.4769828188380014e-58,True,estable
8,number_inpatient,num,0.0437631286544973,6.113761097398817e-32,True,estable
8,number_diagnoses_capped,num,0.36898593760527176,0.0,True,ALERTA
8,insulin,cat,0.1726566555437204,1.8077736077266313e-170,True,vigilar
8,metformin,cat,0.014001483798390536,3.048212977966128e-14,True,estable
8,rosiglitazone,cat,0.006042918998848727,3.592656434208486e-06,True,estable
8,pioglitazone,cat,0.045900265888174994,6.276901157663415e-45,True,estable
8,A1Cresult,cat,0.041120676377935005,6.08883930515531e-41,True,estable
8,change,cat,0.10254911514362425,3.825411278847705e-106,True,vigilar
8,diabetesMed,cat,0.025225607473005767,2.774671290670418e-27,True,estable
8,admission_type_grp,cat,0.3759939661427708,1.128284515590092e-297,True,ALERTA
8,race,cat,0.08969012213721998,1.9645922649585523e-85,True,estable
9,time_in_hospital,num,0.05213737757103015,5.79341662609353e-37,True,estable
9,num_lab_procedures,num,0.07920317473811313,6.120239946274573e-45,True,estable
9,num_procedures,num,0.008572912591711555,2.671263707715661e-07,True,estable
9,num_medications,num,0.06736998641090582,1.1391342155391084e-55,True,estable
9,number_outpatient,num,0.0,1.2862401100581444e-132,True,estable
9,number_emergency,num,0.0,3.179703386721563e-64,True,estable
9,number_inpatient,num,0.023343029184506148,3.927907015226285e-18,True,estable
9,number_diagnoses_capped,num,0.39490653261459274,0.0,True,ALERTA
9,insulin,cat,0.1808909193030504,1.1748353764253361e-183,True,vigilar
9,metformin,cat,0.021393527735510405,8.955430599315217e-23,True,estable
9,rosiglitazone,cat,0.022540188567281603,4.258745732485386e-22,True,estable
9,pioglitazone,cat,0.04958135615308898,4.418935072227581e-50,True,estable
9,A1Cresult,cat,0.03620853984813334,4.828519335080908e-38,True,estable
9,change,cat,0.0780019481863802,9.95640970136072e-86,True,estable
9,diabetesMed,cat,0.01825152424978184,2.232050453165526e-21,True,estable
9,admission_type_grp,cat,0.40011892435709473,0.0,True,ALERTA
9,race,cat,0.06580288293122287,4.427542750568078e-67,True,estable
10,time_in_hospital,num,0.03916291733077262,1.806783797857457e-27,True,estable
10,num_lab_procedures,num,0.08870921729830347,2.7309039068372766e-48,True,estable
10,num_procedures,num,0.017723411859308758,1.9735116851784288e-17,True,estable
10,num_medications,num,0.08962857601356886,2.612471214129995e-76,True,estable
10,number_outpatient,num,0.0,1.0207069980884238e-124,True,estable
10,number_emergency,num,0.0,2.7639923544154995e-75,True,estable
10,number_inpatient,num,0.024189258845063934,1.298096484930987e-20,True,estable
10,number_diagnoses_capped,num,0.540192924517847,0.0,True,ALERTA
10,insulin,cat,0.15680657859377747,5.054149808717056e-160,True,vigilar
10,metformin,cat,0.019654175832161218,6.702866634264847e-21,True,estable
10,rosiglitazone,cat,0.04361905885636707,1.248462859902806e-41,True,estable
10,pioglitazone,cat,0.03787646694225091,1.342408469539367e-38,True,estable
10,A1Cresult,cat,0.035387998213373385,3.5596443537868428e-37,True,estable
10,change,cat,0.05966942660516021,5.609264184833082e-66,True,estable
10,diabetesMed,cat,0.014949024816636972,9.12899894356339e-18,True,estable
10,admission_type_grp,cat,0.39409363510505435,0.0,True,ALERTA
10,race,cat,0.09812750479664668,3.879804065697185e-99,True,estable
